name;manufacturer;address_manufacturer;num_order;date_resolution;organization;address_organization;type;class;manufacture_place;trial_organization;trial_address;status
Раствор 'RELINS' (РЕЛИНЗ) для ухода за контактными линзами;ООО 'Доктор Клаус';, Республика Беларусь, Ближнее зарубежье, 223053, Республика Беларусь, Минский р-н, д. Боровляны, ул. 40 лет Победы, д. 27/4, комн. 616, Республика Беларусь;19/2020;10.01.2020;ИП Васильев Владимир Николаевич;141033, Россия, Московская область, Мытищинский р-н, р.п. Пироговский, ул. Сазонова, д. 5, кв. 171;115860;2б;"1. ООО 'Доктор Клаус', Республика Беларусь, 223058, Минская обл., Минский р-н, Боровлянский сельсовет, д. Лесковка, ул. Совхозная, 4-1.
2. ОАО 'БелВитунифарм', Республика Беларусь, 211309, Витебская область, Витебский район, Мазоловский с/сб д. Должа, ул. Советская, д. 26А/5.";;;2020-02-10 Завершено
Средство перевязочное с антимикробными свойствами в следующих исполнениях: 'Тип А', 'Тип Б' по ТУ 9393-003-00302190-2014;ОАО 'Центральный научно-исследовательский институт швейной промышленности';105120, Россия, г. Москва, Костомаровский пер., д. 3, Россия;18/2016;12.01.2016;ОАО 'Центральный научно-исследовательский институт швейной промышленности';105120, Россия, г. Москва, Костомаровский пер., д. 3;161310;2б;"1. ОАО 'ЦНИИШП', Россия, 105120, Москва, Костомаровский пер., д. 3, стр. 3.
2. ООО 'М.К. Асептика', Россия, 140032, Московская область, пос. Малаховка, ул. Шоссейная, д. 40";;;2016-04-15 Завершено
Система компьютерной томографии SOMATOM Confidence с принадлежностями;'Сименс Хелскэа ГмбХ';, Германия, Siemens Healthcare GmbH, Henkestr. 127, 91052 Erlangen, Germany, Германия;янв.19;15.01.2019;ООО 'Сименс Здравоохранение';115093, Россия, Москва, ул. Дубининская, д. 96;135190;2б;Siemens Healthcare GmbH, Computed Tomography (CT), Siemensstr. 1, 91301 Forchheim, Germany;;;2019-04-03 Завершено
Опора десневая титановая  Карапетяна К.Л. по  ТУ 9398-001-55282528-2014 следующих размеров в мм: 5.0, 5.5, 6.0, 6.5;ООО 'Поликардент';127349, Россия, г. Москва, ул. Мурановская, д. 9, Россия;17/2016;12.01.2016;ООО 'Поликардент';127349, Россия, г. Москва, ул. Мурановская, д. 9;;2а;ЗАО 'Имплант МТ', 142800, Московская обл., г. Ступино, ул. Пристанционная , д. 4, лабораторный корпус;;;2016-05-16 Завершено
Протез синовиальной жидкости EASYAL 2,0 % в одноразовых шприцах по 1 мл, 2 мл, 4 мл;'АЭРАЦЕН ЛАБ С.Р.Л.';, Италия, AERAZEN LAB S.R.L, Viale Majno Luigi 34 CAP 20129 (MI), Italia, Италия;16/2016;12.01.2016;ООО 'МЕДИКАЛ НЬЮ ТЕХНОЛОДЖИ';119049, Россия, г. Москва, ул. Мытная, д. 28, стр. 3, оф. 1;301790;3;Viale Majno Luigi 34 CAP 20129 (MI), Italy;;;2016-02-20 Завершено
Линия удлинительная медицинская;'СУРУ Интернэшнл ПиВиТи. Лимитед';, Индия, Дальнее зарубежье, SURU International Pvt. Limited, Plot 5, Poonamia Compound, Saravali, Jawhar Road, Dahanu 401 602, Dist Thane, Maharashtra, India, Индия;15/2016;12.01.2016;ООО 'Центр содействия регистрации и сертификации';142100, Россия, Московская область, г. Подольск, ул. Веллинга, д. 7, оф. 10;131800;2а;Plot 5, Poonamia Compound, Saravali, Jawhar Road, Dahanu 401 602, Dist Thane, Maharashtra, India;;;2016-01-20 Проводится
Устройство для экспресс-приготовления стерильных промывных растворов и подачи их к операционному полю «Гейзер» по ТУ 9444-002-41031644-2015 с принадлежностями;ООО ПКФ 'Кварц';660037, Россия, г. Красноярск, пр-кт им. газеты Красноярский Рабочий, д. 47 А, пом. 48, Россия;14/2016;12.01.2016;ООО ПКФ 'Кварц';660037, Россия, г. Красноярск, пр-кт им. газеты Красноярский Рабочий, д. 47 А, пом. 48;182740;2а;660004, г. Красноярск, ул. Фестивальная, д. 2, пом. 145-150;;;2016-04-15 Завершено
Микрокатетер внутрисосудистый Benchmark;'Пенумбра, Инк.';, США, Penumbra, Inc., 1351 Harbor Bay Parkway, Alameda, CA 94502, USA, США;мар.16;12.01.2016;ООО 'Элмас';141190, Россия, Московская область, г. Фрязино, Заводской проезд, д. 4;131670;3;Penumbra, Inc., 1351 Harbor Bay Parkway, Alameda, CA 94502, USA;;;2016-11-11 Завершено
Шприц однократного применения трёхдетальный стерильный с номинальной вместимостью 50 мл для шприцевых насосов по ТУ-9398-020-27380060-2015;ООО 'МИМ';625026, Россия, г. Тюмень, ул. Холодильная, д. 85, стр. 1, Россия;фев.16;12.01.2016;ООО 'МИМ';625026, Россия, г. Тюмень, ул. Холодильная, д. 85, стр. 1;260600;2а;625026, г. Тюмень, ул. Холодильная, д. 85, стр. 1;;;2016-03-29 Завершено
Капли для контактных линз увлажняющие OPTI-FREE PRO 3 мл, 10 мл;'Алкон Лабораториз Инк.';, США, Alcon Laboratories, Inc., 6201 South Freeway, Fort Worth, Texas, 76134-2099, USA, США;янв.16;12.01.2016;ООО 'Алкон Фармацевтика';109004, Россия, г. Москва, ул. Николоямская, д. 54;115820;2а;"1. Alcon Laboratories Inc., 6201 South Freeway, Fort Worth, TX, 76134-2099, USA.
2. Alcon Cusi S.A., Camil Fabra 58, Apartado2, 08320 El Masnou, Barcelona, Spain";;;2016-03-18 Завершено
Облучатели бактерицидные по ТУ РБ 14790891.001-2015;ЗАО 'УЛЬТРАМЕДТЕХ';220034, Республика Беларусь, Ближнее зарубежье, г. Минск, ул. Платонова, д. 1Б, оф. 339, Республика Беларусь;13/2016;12.01.2016;ООО 'НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ 'ТЕХСЕРВИС';129337, Россия, г. Москва, проезд Хибинский, д. 20;131980;2а;220034, Республика Беларусь, г. Минск, ул. Академическая, д. 28;;;2016-02-02 Завершено
Рециркуляторы воздуха бактерицидные по ТУ РБ 14790891.002-2015;ЗАО 'УЛЬТРАМЕДТЕХ';220034, Республика Беларусь, Ближнее зарубежье, г. Минск, ул. Платонова, д. 1Б, оф. 339, Республика Беларусь;дек.16;12.01.2016;ООО 'НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ 'ТЕХСЕРВИС';129337, Россия, г. Москва, проезд Хибинский, д. 20;131980;2а;220034, Республика Беларусь, г. Минск, ул. Академическая, д. 28;;;2016-02-02 Завершено
Аппарат автоматический искусственной вентиляции легких VAR-Plus в наборах и отдельных упаковках, с принадлежностями;'ВОРТРАН Медикэл Текнолоджи 1, Инк.';, США, VORTRAN Medical Technology 1, Inс., 21 Goldenland CT, Suite 100, Sacramento, CA 95834, USA, США;ноя.16;12.01.2016;ООО 'МЕДИНБУРГ';198097, Россия, г. Санкт-Петербург, пр. Стачек, д. 37, литера А, офис 314;216260;2б;VORTRAN Medical Technology 1, Inс., 21 Goldenland CT, Suite 100, Sacramento, CA 95834, USA;;;2016-05-27 Завершено
Устройство для лечения геморроя 'ХеморПекс Систем' (HemorPex System);'АНГИОЛОДЖИКА Б.М. С.Р.Л.';, Италия, ANGIOLOGICA B.M. S.R.L., IT-27028, San Martino Siccomario (PV), Via Papa Giovanni XXIII, 7, Italy, Италия;окт.16;12.01.2016;ООО 'Вектор Медикал';127254, Россия, г. Москва, Огородный проезд, д. 14;141820,2482;2а;"1.  ANGIOLOGICA B.M. S.R.L., IT-27028, San Martino Siccomario (PV), Via Papa Giovanni XXIII, 4, Italy.
2. ANGIOLOGICA B.M. S.R.L., IT-27051, Cava Manara (PV), Via Turati, 53, Italy.";;;2016-10-18 Завершено
Устройство для реваскуляризации Solitaire2;'Микро Терапьютикс, Инк. ДБА ив3 Нейроваскуляр';, США, Micro Therapeutics, Inc. DBA ev3 Neurovascular, 9775 Toledo Way, Irvine, CA 92618, USA, США;сен.16;12.01.2016;ООО 'Ковидиен Евразия';105120, Россия, Москва, Сыромятнический переулок 2-й, д. 1;153950;3;Micro Therapeutics, Inc., DBA ev3 Neurovascular, 9775 Toledo Way, Irvine, CA 92618, USA;;;2016-03-04 Завершено
Линзы мягкие  контактные окрашенные O&#8322,kSee Tone (О2кСи Тон) по ТУ 9488-001-11578417-2015;ООО 'СВЕТЛЕНЗ';125363, Россия, г. Москва, ул. Фабрициуса, д. 33, корп. 4, кв. 65, Россия;авг.16;12.01.2016;ООО 'СВЕТЛЕНЗ';125363, Россия, г. Москва, ул. Фабрициуса, д. 33, корп. 4, кв. 65;103040;2а;109012, Москва, Большой Черкасский пер., д. 4, стр. 2;;;2016-02-01 Завершено
Прибор офтальмологический UD-8000 ультразвуковой диагностический с принадлежностями;'ТОМЕЙ КОРПОРЕЙШН';, Япония, Дальнее зарубежье, TOMEY CORPORATION, 2-11-33 Noritakeshinmachi, Nishi-ku, Nagoya, 451-0051, Japan, Япония;июл.16;12.01.2016;АО 'ИнтелМед';191124, Россия, г. Санкт-Петербург, ул. Новгородская, д. 23, лит. А, пом. 157Н;172470;2а;TOMEY CORPORATION, 2-11-33 Noritakeshinmachi, Nishi-ku, Nagoya, 451-0051, Japan;;;2016-03-25 Завершено
Кресло пациента MEDITECH, варианты исполнения: XP600, XP660,  XP630, XP650, XP680;'Шанхай Хико Индастриал Ко. Лтд.';, КНР, Shanghai Hico Industrial Co., Ltd., No. 776 Huhang Road, Fengxian distrit, Shanghai, 201401, P.R. China, КНР;июн.16;12.01.2016;ООО 'Медтехника';197101, Россия, г. Санкт-Петербург, ул. Кронверкская, д. 23;119330;1;Shanghai Hico Industrial Co., Ltd., No. 776 Huhang Road, Fengxian district, Shanghai, 201401, P.R. China;;;2016-06-02 Завершено
Ирригатор полости рта и носа HF-8;'Шэньчжэнь Баофэнтун Электрикал Эплайансиз Маньюфекчуринг Ко., Лтд.';, Китай, Shenzhen Baofengtong Electrical Appliances Manufacturing Co., Ltd., Room 204, Second Building, Mingxing Industrial Park, Heyi Third Industrial Zone, Shajing Town, Baoan District, Shezhen, China, Китай;май.16;12.01.2016;ООО 'Меркурий';355003, Россия, Ставропольский край, г. Ставрополь, ул. Мира, д. 367/21;122470;2а;Shenzhen Baofengtong Electrical Appliances Manufacturing Co., Ltd., Room 204, Second Building, Mingxing Industrial Park, Heyi Third Industrial Zone, Shajing Town, Baoan District, Shezhen, China;;;2016-02-02 Завершено
